user_id,gender,married,birthdate,has_children,home_country,home_city,home_airport,sign_up_date,first_session_date,last_session_date,last_booking_date,tenure_days,n_sessions,n_booking_sessions,n_trip_sessions,total_flight_spend,total_hotel_spend,total_spend,cancelled_trips,booking_rate,cancellation_rate,conversion_rate,avg_session_duration,avg_page_clicks,avg_distance_km,max_distance_km,avg_nights,max_nights,avg_seats,avg_rooms,avg_checked_bags,avg_trip_duration_days,max_trip_duration_days,avg_spend_per_trip,has_cancellation,has_flight_history,has_hotel_history,R_days,R_score,F_score,M_score,RFM_score,RFM_segment,RFM_persona,CLTV_3m,value_tier,risk_tier,complexity_score,complexity_tier,engagement_tier,n_completed_trips,very_low_risk,eligible_no_cancellation_fees,eligible_exclusive_discount,eligible_free_checked_bag,eligible_free_hotel_meal,eligible_free_hotel_night_with_flight,demo_cluster_k4,demo_cluster_name,cluster_k4,behavior_cluster_name,assigned_perk,perk_source
522639,F,False,1988-06-13,False,usa,chicago,MDW,2023-01-10,2023-01-10 16:53:00,2023-07-03 20:31:00,2023-06-12 20:11:00,174,8,2,2,597.31,2967.0,3564.3100000000004,0,0.25,0.0,1.0,2.14375,17.375,1993.007569728053,2811.592049976628,5.5,8.0,1.0,1.0,0.5,4.5,9.0,1782.1550000000002,False,True,True,46.0,4,2,4,10,4-2-4,Big Spenders,1843.6086206896557,Low,None,3.3993007569728055,Simple,Mid,2,True,False,False,False,True,False,2,Young Singles,3,Core Reliable Bookers,Free Hotel Meal,Rule-based
522654,F,False,1982-09-27,True,usa,new york,LGA,2023-01-10,2023-01-10 19:34:00,2023-06-08 19:22:00,2023-02-21 18:47:00,148,8,3,3,846.99,3111.0,3957.99,0,0.375,0.0,1.0,4.483333333333333,36.25,2334.191088782086,2599.4498706773784,7.333333333333333,17.0,1.0,1.0,0.5,3.5,5.0,1319.33,False,True,True,158.0,1,3,4,8,1-3-4,At Risk,2406.8858108108107,Mid,None,3.6834191088782084,Moderate,Mid,3,True,False,False,True,True,False,3,Young Families,3,Core Reliable Bookers,Free Checked Bag,Rule-based
522687,F,True,1978-12-18,True,usa,new york,LGA,2023-01-10,2023-01-10 18:50:00,2023-07-09 16:26:00,2023-07-09 16:26:00,179,10,4,4,1133.94,1527.0,2660.94,0,0.4,0.0,1.0,2.0900000000000003,16.8,1253.7368146945516,2443.6543626605426,5.0,11.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,9.666666666666666,13.0,665.235,False,True,True,20.0,5,4,3,12,5-4-3,Loyal Customers,1337.9027932960894,Low,None,4.825373681469455,Moderate,High,4,True,False,False,True,True,False,0,Established Families,3,Core Reliable Bookers,Free Checked Bag,Rule-based
522738,F,False,1983-11-04,False,usa,chicago,UGN,2023-01-10,2023-01-10 18:11:00,2023-05-16 09:46:00,2023-05-16 09:46:00,125,8,2,2,1831.31,2615.0,4446.31,0,0.25,0.0,1.0,1.6208333333333331,13.0,5021.59662978119,7257.40028874536,9.5,14.0,1.0,1.0,0.0,11.5,17.0,2223.155,False,True,True,74.0,3,2,4,9,3-2-4,Big Spenders,3201.3432000000003,Mid,None,6.902159662978119,Complex,Mid,2,True,False,False,True,True,False,2,Young Singles,3,Core Reliable Bookers,Free Checked Bag,Rule-based
522745,F,False,1975-04-18,False,usa,new york,LGA,2023-01-10,2023-01-10 22:19:00,2023-07-10 04:07:00,2023-04-02 15:07:00,180,8,3,3,903.95,2942.0,3845.95,0,0.375,0.0,1.0,1.5625,12.625,2021.447916446515,3262.038799063043,4.333333333333333,6.0,1.5,1.6666666666666667,0.0,6.0,7.0,1281.9833333333331,False,True,True,118.0,2,3,4,9,2-3-4,At Risk,1922.975,Low,None,3.4521447916446513,Simple,Mid,3,True,False,False,False,True,False,2,Young Singles,3,Core Reliable Bookers,Free Hotel Meal,Rule-based
522748,F,True,1980-07-05,False,usa,las vegas,LSV,2023-01-10,2023-01-10 06:21:00,2023-07-13 17:45:00,2023-07-13 17:45:00,184,9,5,5,2252.3900000000003,4584.0,6836.39,0,0.5555555555555556,0.0,1.0,1.7851851851851852,14.333333333333334,3093.763780325234,3603.527009012744,5.666666666666667,10.0,1.0,1.0,0.75,6.0,10.0,1367.278,False,True,True,16.0,5,5,5,15,5-5-5,Champions,3343.886413043478,Mid,None,4.059376378032524,Moderate,High,5,True,False,True,True,True,False,1,Mature Couples,3,Core Reliable Bookers,Free Checked Bag,Rule-based
522761,M,False,1983-10-13,False,usa,houston,HOU,2023-01-10,2023-01-10 21:19:00,2023-06-27 16:09:00,2023-03-11 23:00:00,167,8,3,4,1763.19,2524.0,4287.1900000000005,1,0.375,0.3333333333333333,0.6666666666666667,19.9625,65.125,2075.9535972421954,2296.128625147638,2.5,4.0,1.25,1.25,0.75,4.25,5.0,1429.0633333333335,True,True,True,139.0,2,3,4,9,2-3-4,At Risk,2310.4616766467066,Mid,Medium,2.5075953597242195,Simple,Mid,2,False,True,False,False,False,False,2,Young Singles,3,Core Reliable Bookers,No Cancellation Fees,Rule-based
522788,F,True,1975-07-20,False,usa,lincoln,LNK,2023-01-10,2023-01-10 18:52:00,2023-04-16 08:56:00,2023-02-09 18:34:00,95,8,2,2,0.0,930.0,930.0,0,0.25,0.0,1.0,1.6958333333333333,13.625,,,4.5,6.0,,1.5,,,,465.0,False,False,True,170.0,1,2,1,4,1-2-1,Hibernating,881.0526315789473,Low,None,2.6999999999999997,Simple,Low,2,True,False,False,False,True,False,1,Mature Couples,0,Hotel-led Planners,Free Hotel Meal,Rule-based
522800,F,False,1995-09-09,False,usa,new york,LGA,2023-01-10,2023-01-10 20:36:00,2023-07-05 14:16:00,2023-07-05 14:16:00,175,8,5,5,1762.29,3383.0,5145.29,0,0.625,0.0,1.0,1.9770833333333333,15.875,2359.3793648818746,3600.0347225602104,4.75,6.0,1.0,1.0,0.75,5.25,8.0,1029.058,False,True,True,24.0,5,5,4,14,5-5-4,Champions,2646.1491428571426,Mid,None,3.4859379364881873,Simple,High,5,True,False,True,False,True,False,2,Young Singles,3,Core Reliable Bookers,Exclusive Discount,Rule-based
522809,F,True,1970-09-02,True,canada,victoria,YYJ,2023-01-10,2023-01-10 17:15:00,2023-05-01 21:35:00,2023-03-22 09:53:00,111,8,1,1,565.09,1540.0,2105.09,0,0.125,0.0,1.0,2.689583333333333,21.875,3196.014164696865,3196.014164696865,4.0,4.0,1.0,1.0,2.0,6.0,6.0,2105.09,False,True,True,129.0,2,1,2,5,2-1-2,Hibernating,1706.82972972973,Low,None,3.8196014164696868,Moderate,Low,1,True,False,False,True,True,False,0,Established Families,3,Core Reliable Bookers,Free Checked Bag,Rule-based
522873,F,False,1990-10-19,True,canada,victoria,YYJ,2023-01-11,2023-01-11 13:09:00,2023-06-28 08:51:00,2023-01-20 18:16:00,167,8,1,1,807.06,0.0,807.06,0,0.125,0.0,1.0,1.3291666666666666,10.75,3953.9097044366417,3953.9097044366417,,,1.0,,1.0,3.0,3.0,807.06,False,True,False,190.0,1,1,1,3,1-1-1,Hibernating,434.9425149700599,Low,None,2.495390970443664,Simple,Low,1,True,False,False,False,False,False,3,Young Families,2,Browsers,Free Hotel Meal,Fallback
522898,F,False,1981-12-25,True,usa,honolulu,HNL,2023-01-11,2023-01-11 19:10:00,2023-06-30 20:01:00,2023-06-30 20:01:00,170,8,2,2,2966.61,4327.0,7293.61,0,0.25,0.0,1.0,1.34375,10.75,8007.273774697621,8007.273774697621,9.5,16.0,1.0,1.0,1.0,11.5,19.0,3646.805,False,True,True,28.0,5,2,5,12,5-2-5,Big Spenders,3861.322941176471,Mid,None,7.400727377469762,Complex,High,2,True,False,False,True,True,False,3,Young Families,1,High-stakes & Fragile,Free Checked Bag,Rule-based
522911,M,True,1984-11-28,True,usa,orlando,ORL,2023-01-11,2023-01-11 13:02:00,2023-03-17 18:02:00,,65,8,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.9416666666666669,15.625,,,,,,,,,,,False,False,False,440.0,1,1,1,3,1-1-1,Hibernating,0.0,Low,None,0.0,Simple,Low,0,True,False,True,False,False,False,0,Established Families,2,Browsers,Exclusive Discount,Rule-based
522927,F,False,1988-03-26,False,usa,new york,LGA,2023-01-11,2023-01-11 17:42:00,2023-05-19 21:11:00,2023-02-12 16:51:00,128,8,1,1,800.95,580.0,1380.95,0,0.125,0.0,1.0,1.5166666666666666,12.125,3965.398670852146,3965.398670852146,5.0,5.0,1.0,1.0,1.0,6.0,6.0,1380.95,False,True,True,167.0,1,1,2,4,1-1-2,Hibernating,970.98046875,Low,None,3.9965398670852146,Moderate,Low,1,True,False,False,True,True,False,2,Young Singles,3,Core Reliable Bookers,Free Checked Bag,Rule-based
522937,F,False,1978-02-01,False,usa,phoenix,LUF,2023-01-11,2023-01-11 21:51:00,2023-06-28 21:28:00,2023-06-28 21:28:00,167,8,7,7,2572.56,1431.0,4003.56,0,0.875,0.0,1.0,3.29375,26.625,2219.2427608850708,3237.612130034561,3.2,6.0,1.0,1.0,0.8571428571428571,3.857142857142857,8.0,571.9371428571428,False,True,True,30.0,4,5,4,13,4-5-4,Champions,2157.607185628742,Low,None,2.6104957046599355,Simple,High,7,True,False,False,False,True,True,2,Young Singles,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
522939,F,False,1980-03-07,True,usa,cleveland,CLE,2023-01-11,2023-01-11 17:03:00,2023-06-25 15:57:00,2023-04-11 13:36:00,164,8,2,2,455.19,550.0,1005.19,0,0.25,0.0,1.0,2.154166666666667,17.375,1167.2148140871332,1515.6357171160516,2.5,5.0,1.0,1.0,0.5,4.5,7.0,502.595,False,True,True,109.0,2,2,1,5,2-2-1,Hibernating,551.6286585365855,Low,None,2.4167214814087137,Simple,Low,2,True,False,False,False,True,False,3,Young Families,3,Core Reliable Bookers,Free Hotel Meal,Rule-based
522943,F,True,1948-04-21,False,usa,los angeles,LAX,2023-01-11,2023-01-11 14:29:00,2023-07-12 07:08:00,2023-07-12 07:08:00,181,9,1,1,0.0,399.0,399.0,0,0.1111111111111111,0.0,1.0,2.237037037037037,18.0,,,3.0,3.0,,1.0,,,,399.0,False,False,True,17.0,5,1,1,7,5-1-1,Potential Loyalists,198.3977900552486,Low,None,1.7999999999999998,Simple,Mid,1,True,False,False,False,True,False,1,Mature Couples,0,Hotel-led Planners,Free Hotel Meal,Rule-based
522944,F,True,1968-10-12,False,usa,new york,JFK,2023-01-11,2023-01-11 17:56:00,2023-06-28 09:18:00,2023-06-28 09:18:00,167,8,2,2,1311.5300000000002,686.0,1997.53,0,0.25,0.0,1.0,1.1,9.0,3625.660806484367,3974.209842999768,2.0,2.0,1.0,1.0,1.5,3.5,4.0,998.765,False,True,True,31.0,4,2,2,8,4-2-2,Potential Loyalists,1076.5131736526946,Low,None,2.412566080648437,Simple,Mid,2,True,False,False,False,True,True,1,Mature Couples,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
522970,F,False,1980-01-11,False,usa,atlanta,ATL,2023-01-11,2023-01-11 13:08:00,2023-07-11 18:03:00,2023-07-11 18:03:00,181,8,6,6,2330.36,4003.0,6333.360000000001,0,0.75,0.0,1.0,2.322916666666667,18.625,2470.761893464936,3611.481955445511,4.8,11.0,1.0,1.0,0.3333333333333333,5.333333333333333,12.0,1055.5600000000002,False,True,True,18.0,5,5,5,15,5-5-5,Champions,3149.184530386741,Mid,None,3.45374285601316,Simple,High,6,True,False,True,False,True,False,2,Young Singles,3,Core Reliable Bookers,Exclusive Discount,Rule-based
522981,F,False,1986-06-11,False,usa,atlanta,ATL,2023-01-11,2023-01-11 20:13:00,2023-05-04 19:18:00,2023-05-04 19:18:00,112,8,5,5,1157.71,3830.0,4987.71,0,0.625,0.0,1.0,2.552083333333333,20.5,1415.2488467496594,3040.7685512453795,3.75,5.0,1.0,1.0,0.6,3.8,7.0,997.542,False,True,True,86.0,3,5,4,12,3-5-4,Loyal Customers,4007.9812500000007,Mid,None,2.6265248846749656,Simple,High,5,True,False,True,False,True,True,2,Young Singles,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
522999,F,True,1988-06-10,False,usa,montgomery,MXF,2023-01-11,2023-01-11 13:30:00,2023-04-27 17:22:00,2023-04-27 17:22:00,106,9,3,3,1201.4,4435.0,5636.4,0,0.3333333333333333,0.0,1.0,1.6444444444444446,13.22222222222222,1884.8711657964104,2668.6674612533343,6.333333333333333,15.0,1.5,1.3333333333333333,0.0,3.5,5.0,1878.8,False,True,True,93.0,3,3,5,11,3-3-5,Big Spenders,4785.622641509434,High,None,3.2884871165796405,Simple,High,3,True,False,True,False,True,False,1,Mature Couples,3,Core Reliable Bookers,Exclusive Discount,Rule-based
523030,F,False,1989-07-21,False,usa,birmingham,BHM,2023-01-11,2023-01-11 18:36:00,2023-05-24 17:25:00,2023-01-11 18:36:00,132,7,1,1,187.19,38.0,225.19,0,0.1428571428571428,0.0,1.0,0.9666666666666668,7.714285714285714,1048.1847648594337,1048.1847648594337,1.0,1.0,1.0,1.0,0.0,2.0,2.0,225.19,False,True,True,199.0,1,1,1,3,1-1-1,Hibernating,153.5386363636364,Low,None,1.1048184764859434,Simple,Low,1,True,False,False,False,True,False,2,Young Singles,3,Core Reliable Bookers,Free Hotel Meal,Rule-based
523057,F,False,1955-09-03,False,usa,portland,PWM,2023-01-11,2023-01-11 19:37:00,2023-05-20 20:55:00,,129,8,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0229166666666667,8.25,,,,,,,,,,,False,False,False,440.0,1,1,1,3,1-1-1,Hibernating,0.0,Low,None,0.0,Simple,Low,0,True,False,True,False,False,False,1,Mature Couples,2,Browsers,Exclusive Discount,Rule-based
523073,F,True,1988-08-11,True,usa,orlando,MCO,2023-01-11,2023-01-11 22:44:00,2023-06-15 16:04:00,2023-03-12 19:01:00,154,8,2,2,274.75,1016.0,1290.75,0,0.25,0.0,1.0,1.3708333333333331,11.0,1521.7320722942434,1521.7320722942434,2.0,2.0,1.0,1.5,0.0,5.0,5.0,645.375,False,True,True,139.0,2,2,2,6,2-2-2,Hibernating,754.3344155844156,Low,None,2.3521732072294244,Simple,Low,2,True,False,False,False,True,False,0,Established Families,3,Core Reliable Bookers,Free Hotel Meal,Rule-based
523077,F,False,1992-03-17,False,usa,corpus christi,CRP,2023-01-11,2023-01-11 14:35:00,2023-07-09 20:01:00,2023-07-09 20:01:00,179,8,4,4,551.81,5193.0,5744.81,0,0.5,0.0,1.0,2.3208333333333333,19.0,3071.565909991088,3071.565909991088,6.75,11.0,1.0,1.25,1.0,6.0,6.0,1436.2025,False,True,True,19.0,5,4,5,14,5-4-5,Champions,2888.451955307263,Mid,None,4.432156590999108,Moderate,High,4,True,False,True,True,True,False,2,Young Singles,3,Core Reliable Bookers,Free Checked Bag,Rule-based
523090,F,False,1988-06-18,True,usa,tucson,TUS,2023-01-11,2023-01-11 19:18:00,2023-05-31 19:10:00,2023-04-29 15:36:00,139,8,2,2,913.49,1352.0,2265.49,0,0.25,0.0,1.0,1.375,11.0,2653.0461820376604,3034.824258128974,4.0,4.0,1.0,1.0,1.0,5.0,5.0,1132.745,False,True,True,91.0,3,2,3,8,3-2-3,Need Attention,1466.8640287769786,Low,None,3.265304618203766,Simple,Mid,2,True,False,False,False,True,False,3,Young Families,3,Core Reliable Bookers,Free Hotel Meal,Rule-based
523098,M,False,1983-04-19,False,usa,miami,MIA,2023-01-11,2023-01-11 20:49:00,2023-06-08 17:16:00,2023-06-08 17:16:00,147,8,3,3,857.78,1848.0,2705.78,0,0.375,0.0,1.0,1.9166666666666663,15.375,1685.3713347425744,1773.0055336068708,5.0,6.0,1.0,1.0,0.3333333333333333,6.333333333333333,8.0,901.9266666666668,False,True,True,51.0,4,3,3,10,4-3-3,Potential Loyalists,1656.6,Low,None,3.735203800140924,Moderate,Mid,3,True,False,False,True,True,False,2,Young Singles,3,Core Reliable Bookers,Free Checked Bag,Rule-based
523146,F,False,1975-08-21,True,usa,new york,LGA,2023-01-11,2023-01-11 12:27:00,2023-07-15 09:27:00,2023-03-15 16:50:00,184,8,4,4,1256.73,5827.0,7083.73,0,0.5,0.0,1.0,2.2229166666666664,17.875,1619.3624874792065,3965.398670852146,7.25,21.0,1.25,1.25,0.25,9.0,23.0,1770.9325,False,True,True,136.0,2,4,5,11,2-4-5,At Risk,3464.8679347826087,Mid,None,5.211936248747921,Moderate,High,4,True,False,False,True,True,False,3,Young Families,3,Core Reliable Bookers,Free Checked Bag,Rule-based
523158,F,True,1982-06-01,True,usa,san francisco,SFO,2023-01-11,2023-01-11 05:17:00,2023-07-16 20:26:00,2023-07-16 20:26:00,186,8,3,3,1002.57,1985.0,2987.57,0,0.375,0.0,1.0,2.61875,21.125,1876.7214011657943,2398.0573579506813,5.5,6.0,1.0,1.0,0.6666666666666666,6.333333333333333,8.0,995.8566666666668,False,True,True,12.0,5,3,3,11,5-3-3,Potential Loyalists,1445.5983870967743,Low,None,3.971005473449912,Moderate,High,3,True,False,False,True,True,False,0,Established Families,3,Core Reliable Bookers,Free Checked Bag,Rule-based
523209,F,False,1974-10-11,True,usa,lincoln,LNK,2023-01-11,2023-01-11 19:19:00,2023-04-13 21:23:00,2023-04-13 21:23:00,92,8,4,4,1209.0,3209.0,4418.0,0,0.5,0.0,1.0,2.3583333333333334,18.875,1764.4636263165112,1930.4707011752064,3.5,6.0,1.25,1.25,0.75,4.0,7.0,1104.5,False,True,True,106.0,2,4,4,10,2-4-4,At Risk,4321.956521739131,Mid,None,2.701446362631651,Simple,Mid,4,True,False,False,False,True,True,3,Young Families,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
523228,F,True,1991-04-10,False,canada,montreal,YMX,2023-01-11,2023-01-11 21:12:00,2023-05-12 11:14:00,2023-05-12 11:14:00,120,8,4,4,1307.58,3247.0,4554.58,0,0.5,0.0,1.0,1.74375,14.125,2731.736778682667,2974.367056665547,3.5,6.0,1.0,1.0,0.6666666666666666,5.333333333333333,7.0,1138.645,False,True,True,78.0,3,4,4,11,3-4-4,Loyal Customers,3415.935,Mid,None,3.1565070112015996,Simple,High,4,True,False,True,False,True,True,1,Mature Couples,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
523231,F,False,1981-07-14,False,usa,los angeles,LAX,2023-01-11,2023-01-11 13:41:00,2023-07-13 16:43:00,2023-07-13 16:43:00,183,8,4,4,1799.41,2273.0,4072.41,0,0.5,0.0,1.0,2.7041666666666666,21.875,2533.366351026688,3974.209842999768,3.75,7.0,1.0,1.0,0.5,5.5,9.0,1018.1025,False,True,True,16.0,5,4,4,13,5-4-4,Champions,2002.8245901639343,Low,None,3.2283366351026688,Simple,High,4,True,False,False,False,True,True,2,Young Singles,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
523256,F,False,1986-09-12,False,usa,indianapolis,IND,2023-01-11,2023-01-11 11:41:00,2023-06-20 12:23:00,2023-06-20 12:23:00,160,8,3,3,714.26,11923.0,12637.26,0,0.375,0.0,1.0,2.3041666666666667,18.5,1990.0995762743828,2912.932071417906,7.666666666666667,17.0,1.0,1.3333333333333333,0.0,5.0,7.0,4212.42,False,True,True,39.0,4,3,5,12,4-3-5,Big Spenders,7108.45875,High,None,4.099009957627438,Moderate,High,3,True,False,True,True,True,False,2,Young Singles,3,Core Reliable Bookers,Free Checked Bag,Rule-based
523271,F,True,1985-02-06,False,usa,los angeles,LAX,2023-01-11,2023-01-11 16:49:00,2023-05-20 11:45:00,2023-05-20 11:45:00,128,8,3,3,1810.79,1016.0,2826.79,0,0.375,0.0,1.0,1.8458333333333328,15.0,3277.256763182458,3974.209842999768,2.6666666666666665,5.0,1.0,1.0,0.3333333333333333,4.333333333333333,7.0,942.2633333333332,False,True,True,70.0,3,3,3,9,3-3-3,Need Attention,1987.58671875,Low,None,2.594392342984913,Simple,Mid,3,True,False,False,False,True,True,1,Mature Couples,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
523273,F,True,1972-09-06,False,canada,ottawa,YOW,2023-01-11,2023-01-11 06:09:00,2023-05-13 14:53:00,2023-03-09 16:02:00,122,7,1,1,0.0,2052.0,2052.0,0,0.1428571428571428,0.0,1.0,1.4738095238095237,11.714285714285714,,,12.0,12.0,,1.0,,,,2052.0,False,False,True,142.0,2,1,2,5,2-1-2,Hibernating,1513.770491803279,Low,None,7.199999999999999,Complex,Low,1,True,False,False,False,True,False,1,Mature Couples,0,Hotel-led Planners,Free Hotel Meal,Rule-based
523290,F,False,1989-04-27,False,usa,rochester,ROC,2023-01-11,2023-01-11 18:57:00,2023-07-15 14:33:00,2023-03-17 18:19:00,184,8,3,3,166.04,4159.0,4325.04,0,0.375,0.0,1.0,2.279166666666667,18.25,450.7325306401748,477.4487153187983,2.6666666666666665,5.0,1.0,1.3333333333333333,0.5,3.5,4.0,1441.68,False,True,True,134.0,2,3,4,9,2-3-4,At Risk,2115.5086956521736,Low,None,2.095073253064017,Simple,Mid,3,True,False,False,False,True,True,2,Young Singles,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
523299,F,True,1964-07-28,False,usa,seattle,BFI,2023-01-11,2023-01-11 17:56:00,2023-05-10 23:29:14,2023-05-02 23:26:00,119,8,1,2,3855.7,3192.0,7047.7,1,0.125,1.0,0.0,4.84317506875,15.125,11966.695530332823,11966.695530332823,14.0,14.0,1.0,1.0,0.0,16.0,16.0,7047.7,True,True,True,87.0,3,1,5,9,3-1-5,Big Spenders,5330.193277310924,High,High,10.296669553033281,Complex,Mid,0,False,False,False,False,False,False,1,Mature Couples,1,High-stakes & Fragile,Free Hotel Meal,Fallback
523301,F,False,1985-06-13,True,usa,phoenix,LUF,2023-01-11,2023-01-11 14:12:00,2023-07-18 09:33:00,2023-06-08 19:21:00,187,8,3,3,1554.61,2004.0,3558.61,0,0.375,0.0,1.0,1.9041666666666663,15.375,2926.248150255555,3555.5741483710653,5.0,10.0,1.0,1.0,0.3333333333333333,7.333333333333333,11.0,1186.2033333333334,False,True,True,51.0,4,3,4,11,4-3-4,Big Spenders,1712.7000000000005,Low,None,4.159291481692221,Moderate,High,3,True,False,False,True,True,False,3,Young Families,3,Core Reliable Bookers,Free Checked Bag,Rule-based
523335,F,False,1994-11-21,False,usa,houston,IAH,2023-01-11,2023-01-11 21:39:00,2023-06-08 17:36:00,2023-03-31 08:47:00,147,8,3,3,557.03,2126.0,2683.03,0,0.375,0.0,1.0,1.9625,15.75,1201.129915950505,1941.8545618753208,5.5,7.0,1.0,1.0,0.6666666666666666,6.0,8.0,894.3433333333334,False,True,True,120.0,2,3,3,8,2-3-3,At Risk,1642.6714285714284,Low,None,3.8034463249283834,Moderate,Mid,3,True,False,False,True,True,False,2,Young Singles,3,Core Reliable Bookers,Free Checked Bag,Rule-based
523338,F,True,1985-09-16,True,usa,new york,LGA,2023-01-11,2023-01-11 20:55:00,2023-05-14 19:22:00,2023-05-14 19:22:00,122,9,4,4,592.54,6982.0,7574.54,0,0.4444444444444444,0.0,1.0,2.718518518518519,22.22222222222222,819.8443008979153,1342.6327627458134,3.75,7.0,1.0,1.0,1.0,5.5,9.0,1893.635,False,True,True,76.0,3,4,5,12,3-4-5,Loyal Customers,5587.775409836066,High,None,3.156984430089792,Simple,High,4,True,False,True,False,True,True,0,Established Families,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
523392,F,False,1984-04-13,False,usa,houston,IAH,2023-01-11,2023-01-11 14:53:00,2023-07-09 20:30:00,2023-02-17 09:18:00,179,10,3,3,1329.49,1150.0,2479.49,0,0.3,0.0,1.0,2.24,18.2,1686.213346771425,2089.691584993176,2.0,2.0,1.3333333333333333,1.5,0.3333333333333333,3.333333333333333,4.0,826.4966666666666,False,True,True,162.0,1,3,3,7,1-3-3,At Risk,1246.6709497206705,Low,None,1.9686213346771424,Simple,Mid,3,True,False,False,False,True,True,2,Young Singles,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
523395,F,False,1991-10-27,False,usa,tucson,DMA,2023-01-11,2023-01-11 15:55:00,2023-07-13 07:05:00,2023-06-17 04:04:00,182,8,3,3,1326.78,2722.0,4048.78,0,0.375,0.0,1.0,2.6416666666666666,21.75,2355.8715759148768,3351.0114453028937,3.333333333333333,5.0,1.0,1.0,1.3333333333333333,4.666666666666667,6.0,1349.5933333333337,False,True,True,42.0,4,3,4,11,4-3-4,Big Spenders,2002.143956043956,Low,None,3.0022538242581542,Simple,High,3,True,False,False,False,True,True,2,Young Singles,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
523442,F,True,1969-10-28,True,usa,milwaukee,MKE,2023-01-11,2023-01-11 22:12:00,2023-07-19 16:58:00,2023-07-19 16:58:00,188,8,4,4,642.89,2505.0,3147.8900000000003,0,0.5,0.0,1.0,2.7729166666666667,22.5,1191.7411444976494,1368.8881560524928,4.25,6.0,1.0,1.0,1.0,5.333333333333333,6.0,786.9725000000001,False,True,True,10.0,5,4,3,12,5-4-3,Loyal Customers,1506.9686170212767,Low,None,3.2941741144497647,Simple,High,4,True,False,False,False,True,False,0,Established Families,3,Core Reliable Bookers,Free Hotel Meal,Rule-based
523454,F,False,1966-07-20,False,usa,cleveland,CLE,2023-01-11,2023-01-11 11:47:00,2023-04-27 19:02:00,2023-03-26 07:24:00,106,8,3,3,954.52,3367.0,4321.52,0,0.375,0.0,1.0,1.7333333333333334,14.0,1780.6799880486742,2816.237984609276,7.333333333333333,14.0,1.0,1.0,1.0,9.666666666666666,16.0,1440.506666666667,False,True,True,125.0,2,3,4,9,2-3-4,At Risk,3669.215094339623,Mid,None,5.578067998804867,Complex,Mid,3,True,False,False,True,True,False,2,Young Singles,3,Core Reliable Bookers,Free Checked Bag,Rule-based
523465,F,True,1973-11-24,False,canada,montreal,YUL,2023-01-11,2023-01-11 14:08:00,2023-07-03 07:05:00,2023-05-11 07:34:00,172,8,3,3,330.75,2277.0,2607.75,0,0.375,0.0,1.0,1.5125000000000002,12.25,600.1383499932714,784.0397949172923,2.5,4.0,1.0,1.0,0.3333333333333333,3.0,5.0,869.25,False,True,True,79.0,3,3,3,9,3-3-3,Need Attention,1364.5203488372092,Low,None,1.8766805016659938,Simple,Mid,3,True,False,False,False,True,True,1,Mature Couples,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
523474,F,False,1983-11-16,False,usa,houston,IAH,2023-01-11,2023-01-11 10:25:00,2023-07-20 08:00:00,2023-07-20 08:00:00,189,9,4,4,1088.92,2100.0,3188.92,0,0.4444444444444444,0.0,1.0,2.2962962962962963,18.33333333333333,1545.2563901705423,2572.7260234336773,3.5,5.0,1.0,1.0,0.5,5.0,7.0,797.23,False,True,True,9.0,5,4,3,12,5-4-3,Loyal Customers,1518.5333333333333,Low,None,2.9045256390170544,Simple,High,4,True,False,False,False,True,True,2,Young Singles,3,Core Reliable Bookers,1 Free Hotel Night with Flight,Rule-based
523484,F,False,1982-08-02,False,usa,new york,LGA,2023-01-11,2023-01-11 12:10:00,2023-06-30 16:26:00,2023-06-30 16:26:00,170,8,5,5,1969.96,3266.0,5235.96,0,0.625,0.0,1.0,1.6395833333333334,13.0,2731.002811369427,4141.056067915117,4.0,8.0,1.0,1.0,0.75,3.25,4.0,1047.192,False,True,True,29.0,4,5,4,13,4-5-4,Champions,2771.978823529412,Mid,None,2.6981002811369423,Simple,High,5,True,False,True,False,True,False,2,Young Singles,3,Core Reliable Bookers,Exclusive Discount,Rule-based
